"PrimaryKey","EcolSite","US_L3CODE","US_L3NAME","Elevation","PRISM","ElevationM"
"NM_LasCrucesTriCounty_2017_AHI_009_V12020-09-01","R042XC013NM","24","Chihuahuan Deserts",1531,375.140014648438,1562
"17091108230060032017-09-01","UNKNOWN","24","Chihuahuan Deserts",1105.2048,334.929992675781,1094
"NM_LasCrucesTriCounty_2017_SA_415_V12020-09-01","R042XB012NM","24","Chihuahuan Deserts",1366,279.390014648438,1397
"NM_LasCrucesTriCounty_2017_BO_032_V12020-09-01","R042XB024NM","24","Chihuahuan Deserts",1368,264.829986572266,1396
"NM_LasCrucesTriCounty_2017_SS_452_V12020-09-01","R042XB014NM","24","Chihuahuan Deserts",1627,311.5,1624
"18092215330068792018-09-01","R042XB015NM","24","Chihuahuan Deserts",1479.1944,286.529998779297,1477
"17092311062655072017-09-01","R041XB213AZ","24","Chihuahuan Deserts",891.2352,NA,909
"NM_LasCrucesTriCounty_2017_GR_099_V12020-09-01","R042XB014NM","24","Chihuahuan Deserts",1546,292.109985351562,1585
"NM_LasCrucesTriCounty_2017_GR_093_V12020-09-01","R042XB024NM","24","Chihuahuan Deserts",1315,274.670013427734,1395
"NM_LasCrucesTriCounty_2017_AHI_006_V12020-09-01",NA,"24","Chihuahuan Deserts",1582,390.790008544922,1602
"18111413233697932018-09-01","R042XB027NM","24","Chihuahuan Deserts",1565.7576,302.549987792969,1604
"17092311233815812017-09-01","UNKNOWN","24","Chihuahuan Deserts",854.3544,260.170013427734,859
"18101610271743612018-09-01","R042XB006NM","24","Chihuahuan Deserts",1310.9448,281.619995117188,1301
"17082109172042017-09-01","R042XB012NM","24","Chihuahuan Deserts",1388.364,321.660003662109,1360
"17083113053717282017-09-01","R042XB014NM","24","Chihuahuan Deserts",1416.4056,277.119995117188,1411
"18101811453772242018-09-01","R042XB027NM","24","Chihuahuan Deserts",1527.048,380.970001220703,1550
"18111409033834262018-09-01","R042XB014NM","24","Chihuahuan Deserts",1499.0064,280.130004882812,1500
"NM_LasCrucesTriCounty_2017_SS_450_V12020-09-01","R042XB010NM","24","Chihuahuan Deserts",1740,313.380004882812,1798
"NM_LasCrucesTriCounty_2017_HI_215_V12020-09-01","R042XB027NM","24","Chihuahuan Deserts",1486,281.570007324219,1488
"NM_LasCrucesTriCounty_2017_GU_193_V12020-09-01","R042XB006NM","24","Chihuahuan Deserts",1549,376.640014648438,1517
"NM_LasCrucesTriCounty_2017_GRS_170_V12020-09-01","R042XB010NM","24","Chihuahuan Deserts",1295,267.040008544922,1350
"17083111250868632017-09-01","R042XB015NM","24","Chihuahuan Deserts",1462.4304,277.209991455078,1458
"NM_LasCrucesTriCounty_2017_GR_090_V12020-09-01","R042XB010NM","24","Chihuahuan Deserts",1471,253.990005493164,1475
"NM_LasCrucesTriCounty_2017_SA_424_V12020-09-01","R042XB012NM","24","Chihuahuan Deserts",1461,275.760009765625,1466
"18111310364676182018-09-01","R042XB027NM","24","Chihuahuan Deserts",1439.5704,277.880004882812,1454
"18101711000827022018-09-01","R042XB027NM","24","Chihuahuan Deserts",1437.7416,341.709991455078,1428
"NM_LasCrucesTriCounty_2017_LO_286_V12020-09-01",NA,"24","Chihuahuan Deserts",1600,290.299987792969,1621
"17082810325080612017-09-01","R042XB027NM","24","Chihuahuan Deserts",1584.96,277.959991455078,1579
"18101616095628982018-09-01","R042XC006NM","24","Chihuahuan Deserts",1390.4976,320.839996337891,1403
"NM_Carlsbad_LUP_2019_ChiStatic_222_V12020-09-01","R042XC004NM","24","Chihuahuan Deserts",1146,368.119995117188,1153
"NM_LasCrucesTriCounty_2017_LHI_259_V12020-09-01","R042XB021NM","24","Chihuahuan Deserts",1434,253.839996337891,1411
"NM_LasCrucesTriCounty_2017_AHI_008_V12020-09-01","R042XB006NM","24","Chihuahuan Deserts",1464,347.230010986328,1477
"NM_LasCrucesTriCounty_2017_SS_451_V12020-09-01","R042XB015NM","24","Chihuahuan Deserts",1518,281.549987792969,1513
"18120311184581232018-09-01","R042XB021NM","24","Chihuahuan Deserts",1548.384,376.980010986328,1514
"1710230836311152017-09-01","R042XC020NM","24","Chihuahuan Deserts",1883.9688,349.779998779297,1947
"18091915395965732018-09-01","R042XB035NM","24","Chihuahuan Deserts",1533.7536,262.890014648438,1528
"NM_LasCrucesTriCounty_2017_SS_447_V12020-09-01","R042XB010NM","24","Chihuahuan Deserts",1583,280.029998779297,1573
"1708230801465162017-09-01","R038XB103NM","24","Chihuahuan Deserts",1680.0576,293.470001220703,1690
"NM_LasCrucesTriCounty_2017_GR_102_V12020-09-01","R042XB010NM","24","Chihuahuan Deserts",1611,276.079986572266,1583
"NM_LasCrucesTriCounty_2017_MHI_378_V12020-09-01","R042XB010NM","24","Chihuahuan Deserts",1887,370.959991455078,1946
"18092109173336972018-09-01","R042XB027NM","24","Chihuahuan Deserts",1850.4408,344.630004882812,1840
"18092109154111072018-09-01","R042XB035NM","24","Chihuahuan Deserts",2132.9904,372.869995117188,1918
"NM_LasCrucesTriCounty_2017_LO_284_V12020-09-01","R042XB035NM","24","Chihuahuan Deserts",1610,277.440002441406,1596
"17081009553679232017-09-01","R042XB035NM","24","Chihuahuan Deserts",1397.2032,271.390014648438,1637
"18091915404731482018-09-01","R042XB035NM","24","Chihuahuan Deserts",1554.1752,263.529998779297,1539
"17082211113693142017-09-01","R042XB035NM","24","Chihuahuan Deserts",1575.816,271.140014648438,1591
"NM_LasCrucesTriCounty_2017_SS_449_V12020-09-01","R042XB010NM","24","Chihuahuan Deserts",1462,233.869995117188,1454
"NM_LasCrucesTriCounty_2017_AHI_005_V12020-09-01","R042XB013NM","24","Chihuahuan Deserts",1550,343.820007324219,1522
"17091216050237682017-09-01","R042XB027NM","24","Chihuahuan Deserts",1405.7376,202.440002441406,1388
"NM_LasCrucesTriCounty_2017_GR_101_V12020-09-01","R042XB035NM","24","Chihuahuan Deserts",1593,273.970001220703,1594
"18092114283211422018-09-01","R042XB016NM","24","Chihuahuan Deserts",1598.3712,271.700012207031,1610
"17081415013076192017-09-01","R042XB012NM","24","Chihuahuan Deserts",1441.704,317.709991455078,1423
"NM_LasCrucesTriCounty_2017_GRS_171_V12020-09-01","R042XB024NM","24","Chihuahuan Deserts",1372,193.990005493164,1412
"NM_LasCrucesTriCounty_2017_SA_416_V12020-09-01","R042XB010NM","24","Chihuahuan Deserts",0,254.720001220703,1483
"NM_Socorro_LUP_2020_GRVL_214_V12020-09-01","R042XB010NM","24","Chihuahuan Deserts",1514,228.690002441406,1534
"18091914171476982018-09-01","R042XB037NM","24","Chihuahuan Deserts",1445.3616,254.029998779297,1447
"17092515443136452017-09-01","R042XB006NM","24","Chihuahuan Deserts",1438.3512,245.410003662109,1455
"17083109523692122017-09-01","R042XB037NM","24","Chihuahuan Deserts",1444.1424,253.320007324219,1445
"NM_LasCrucesTriCounty_2017_MA_333_V12020-09-01","R042XB037NM","24","Chihuahuan Deserts",1438,251.039993286133,1439
"NM_LasCrucesTriCounty_2017_MA_334_V12020-09-01","R042XB037NM","24","Chihuahuan Deserts",1433,250.869995117188,1439
"NM_Socorro_LUP_2020_MLPS_308_V12020-09-01","R042XB037NM","24","Chihuahuan Deserts",1454,247.440002441406,1463
"NM_Socorro_LUP_2020_GRVL_210_V12020-09-01","R042XA053NM","24","Chihuahuan Deserts",1447,228.660003662109,1457
"NM_Socorro_LUP_2020_SAND_341_V12020-09-01","R042XA053NM","24","Chihuahuan Deserts",1400,229.809997558594,1406
"NM_Socorro_LUP_2020_SAND_339_V12020-09-01","R042XA051NM","24","Chihuahuan Deserts",1455,243.440002441406,1452
"NM_Socorro_LUP_2020_FGR_027_V12020-09-01","R042XA053NM","24","Chihuahuan Deserts",1480,234.399993896484,1463
"NM_Socorro_LUP_2020_SAND_337_V12020-09-01","R042XA054NM","24","Chihuahuan Deserts",1458,243.589996337891,1461
"NM_Socorro_LUP_2020_FLO_072_V12020-09-01","R042XB035NM","24","Chihuahuan Deserts",1671,264,1664
"NM_Socorro_LUP_2020_FGR_026_V12020-09-01","R070CY108NM","24","Chihuahuan Deserts",1831,369.119995117188,1808
"NM_Socorro_LUP_2020_SAND_335_V12020-09-01","R042XA051NM","24","Chihuahuan Deserts",1495,254.020004272461,1493
"NM_Socorro_LUP_2020_LIME_242_V12020-09-01","R042XA063NM","24","Chihuahuan Deserts",1493,250.649993896484,1499
"NM_Socorro_LUP_2020_SAND_334_V12020-09-01","R042XA051NM","24","Chihuahuan Deserts",1537,259.519989013672,1531
"NM_Socorro_LUP_2020_BTMS_004_V12020-09-01","R042XA051NM","24","Chihuahuan Deserts",1563,267.779998779297,1574
"NM_Socorro_LUP_2020_FUP_126_V12020-09-01","R042XB027NM","24","Chihuahuan Deserts",1688,290.559997558594,1712
"NM_Socorro_LUP_2020_SAND_338_V12020-09-01","R042XA051NM","24","Chihuahuan Deserts",1622,278.489990234375,1631
"NM_Socorro_LUP_2020_LIME_243_V12020-09-01","R042XA053NM","24","Chihuahuan Deserts",1599,280.529998779297,1598
"NM_Socorro_LUP_2020_FGR_028_V12020-09-01","R042XB035NM","24","Chihuahuan Deserts",1473,244.240005493164,1486
"NM_Socorro_LUP_2020_FUP_127_V12020-09-01","R038XB103NM","24","Chihuahuan Deserts",1666,279.709991455078,1728
"NM_Socorro_LUP_2020_LIME_241_V12020-09-01","R042XA063NM","24","Chihuahuan Deserts",1573,271.809997558594,1586
"NM_Socorro_LUP_2020_GRVL_213_V12020-09-01","R042XB010NM","24","Chihuahuan Deserts",1534,265.880004882812,1555
"NM_Socorro_LUP_2020_LIME_245_V12020-09-01","R070CY105NM","24","Chihuahuan Deserts",1771,337.019989013672,1809
"NM_Socorro_LUP_2020_FGR_029_V12020-09-01","R042XB010NM","24","Chihuahuan Deserts",1628,257.570007324219,1670
"20173551201606B1","R038XB101NM","24","Chihuahuan Deserts",4946,288.589996337891,1485
"20143553200511B2","R038XB102NM","24","Chihuahuan Deserts",0,291.25,1712
"20143553200511B1","R038XB103NM","24","Chihuahuan Deserts",0,288.230010986328,1712
"20173551201606B2","R038XB107NM","24","Chihuahuan Deserts",4898,286.220001220703,1485
"20163523200217B1","R041XA001NM","24","Chihuahuan Deserts",4193,313.470001220703,1260
"20173523200210B1","R041XA006NM","24","Chihuahuan Deserts",4024,306.040008544922,1242
"20173523200210B2","R041XA006NM","24","Chihuahuan Deserts",4040,305.609985351562,1226
"201549201413B2","R041XB204AZ","24","Chihuahuan Deserts",3073,255.149993896484,932
"201549201413B1","R041XB204AZ","24","Chihuahuan Deserts",3071,254.619995117188,932
"201149070501B1","R041XB204AZ","24","Chihuahuan Deserts",2800,259.850006103516,868
"201149051001B1","R041XB206AZ","24","Chihuahuan Deserts",3275,241.149993896484,972
"2018411201303B2","R041XB206AZ","24","Chihuahuan Deserts",3763,351.790008544922,1157
"2018411201303B1","R041XB207AZ","24","Chihuahuan Deserts",3766,342.630004882812,1157
"201849201416B1","R041XB210AZ","24","Chihuahuan Deserts",3165,250.220001220703,979
"201449201414B2","R041XB214AZ","24","Chihuahuan Deserts",3294,262.959991455078,1000
"201449201414B1","R041XB214AZ","24","Chihuahuan Deserts",3309,264.480010986328,1020
"201249060501R1","R041XB215AZ","24","Chihuahuan Deserts",0,279,970
"201249060501R2","R041XB215AZ","24","Chihuahuan Deserts",3090,283.630004882812,970
"201149051001B2","R041XB223AZ","24","Chihuahuan Deserts",3304,241.149993896484,1027
"201149031001B2","R041XC304AZ","24","Chihuahuan Deserts",3237,257.839996337891,1000
"201149031001B1","R041XC305AZ","24","Chihuahuan Deserts",3267,264.480010986328,1000
"20153553202019B1","R042XA051NM","24","Chihuahuan Deserts",5011,256.119995117188,1523
"20143553202013B2","R042XA051NM","24","Chihuahuan Deserts",5101,264.559997558594,1540
"20173513201314B2","R042XA051NM","24","Chihuahuan Deserts",4221,242.880004882812,1279
"20143553202013B1","R042XA051NM","24","Chihuahuan Deserts",5086,261.940002441406,1540
"20173513201314B1","R042XA051NM","24","Chihuahuan Deserts",4234,241.300003051758,1279
"20173513201502B2","R042XA052NM","24","Chihuahuan Deserts",4430,281.290008544922,1351
"20173513201502B1","R042XA052NM","24","Chihuahuan Deserts",4462,284.570007324219,1351
"20173535201107B1","R042XA052NM","24","Chihuahuan Deserts",3888,262.209991455078,1179
"20143513201504B1","R042XA053NM","24","Chihuahuan Deserts",4263,279.470001220703,1310
"20143553202014B1","R042XA054NM","24","Chihuahuan Deserts",0,273.799987792969,1595
"20113553071001O2","R042XA058NM","24","Chihuahuan Deserts",5301,281.119995117188,1614
"20173535201002B2","R042XA059NM","24","Chihuahuan Deserts",4910,336.579986572266,1501
"20153551201508B2","R042XA060NM","24","Chihuahuan Deserts",4405,285.019989013672,1318
"20163553202015B1","R042XA063NM","24","Chihuahuan Deserts",5535,310.380004882812,1693
"20163553202009B1","R042XA063NM","24","Chihuahuan Deserts",5232,274.109985351562,1602
"20163553202009B2","R042XA063NM","24","Chihuahuan Deserts",5243,274.109985351562,1602
"20193553202001B1","R042XA063NM","24","Chihuahuan Deserts",5444,290.850006103516,1666
"20193553202001B2","R042XA063NM","24","Chihuahuan Deserts",5424,295.920013427734,1666
"20153553202019B2","R042XB005NM","24","Chihuahuan Deserts",5010,256.190002441406,1523
"20183535201105B2","R042XB006NM","24","Chihuahuan Deserts",3638,237.649993896484,1107
"20183535201105B1","R042XB006NM","24","Chihuahuan Deserts",3646,237.649993896484,1107
"20153535200717B2","R042XB006NM","24","Chihuahuan Deserts",4092,247.839996337891,1238
"20193513201306B1","R042XB010NM","24","Chihuahuan Deserts",4321,258.799987792969,1305
"20163553200517B1","R042XB010NM","24","Chihuahuan Deserts",5112,243.839996337891,1553
"20143517200202B2","R042XB010NM","24","Chihuahuan Deserts",4636,364.320007324219,1398
"20163523200217B2","R042XB010NM","24","Chihuahuan Deserts",4162,313.470001220703,1260
"20173551200520B3","R042XB010NM","24","Chihuahuan Deserts",4839,250.960006713867,1453
"20143553200514B2","R042XB010NM","24","Chihuahuan Deserts",0,239.070007324219,1540
"20143535201009B2","R042XB010NM","24","Chihuahuan Deserts",5000,324.339996337891,1517
"20163553200517B2","R042XB010NM","24","Chihuahuan Deserts",5109,241.740005493164,1553
"20123529040301R1","R042XB010NM","24","Chihuahuan Deserts",4460,285.579986572266,1361
"20193513201306B2","R042XB010NM","24","Chihuahuan Deserts",4309,258.799987792969,1305
"20123551091201R1","R042XB010NM","24","Chihuahuan Deserts",5563,282.339996337891,1695
"20153517200306B2","R042XB010NM","24","Chihuahuan Deserts",4633,305.769989013672,1407
"20143517200202B1","R042XB010NM","24","Chihuahuan Deserts",4617,364.320007324219,1398
"20163551201503B2","R042XB010NM","24","Chihuahuan Deserts",4740,294.440002441406,1436
"20163551201601B1","R042XB010NM","24","Chihuahuan Deserts",4757,285.690002441406,1448
"20163523200205B1","R042XB010NM","24","Chihuahuan Deserts",4353,326.410003662109,1315
"20143535201009B1","R042XB010NM","24","Chihuahuan Deserts",5019,324.339996337891,1517
"20113551061201O1","R042XB010NM","24","Chihuahuan Deserts",5618,308.920013427734,1700
"20123551040701O2","R042XB010NM","24","Chihuahuan Deserts",4443,282.019989013672,1358
"20193535201016B3","R042XB010NM","24","Chihuahuan Deserts",4909,334.700012207031,1496
"20123529030302O2","R042XB010NM","24","Chihuahuan Deserts",4375,282.959991455078,1339
"20163551201503B1","R042XB010NM","24","Chihuahuan Deserts",4757,296.429992675781,1436
"20173553200508B3","R042XB010NM","24","Chihuahuan Deserts",4999,259.950012207031,1571
"20153517200306B1","R042XB010NM","24","Chihuahuan Deserts",4616,305.769989013672,1407
"20163523200205B2","R042XB010NM","24","Chihuahuan Deserts",4380,327.790008544922,1315
"20123535020601O1","R042XB010NM","24","Chihuahuan Deserts",5317,335.929992675781,1607
"20173551200520B2","R042XB010NM","24","Chihuahuan Deserts",4832,254.600006103516,1497
"20163551200518B1","R042XB010NM","24","Chihuahuan Deserts",4963,238.910003662109,1519
"20123535020601O2","R042XB010NM","24","Chihuahuan Deserts",5286,340.480010986328,1579
"20143553200514B1","R042XB010NM","24","Chihuahuan Deserts",0,238.559997558594,1516
"20113513070701O1","R042XB010NM","24","Chihuahuan Deserts",5109,399.190002441406,1623
"20193535201016B2","R042XB010NM","24","Chihuahuan Deserts",4933,334.700012207031,1487
"20193523201213B1","R042XB010NM","24","Chihuahuan Deserts",4262,280.809997558594,1295
"20123551040701O3","R042XB010NM","24","Chihuahuan Deserts",4558,282.179992675781,1358
"20143529200319B1","R042XB010NM","24","Chihuahuan Deserts",4665,298.190002441406,1418
"20123551091201R3","R042XB010NM","24","Chihuahuan Deserts",5436,272.529998779297,1638
"20143535201003B2","R042XB010NM","24","Chihuahuan Deserts",4878,318.329986572266,1471
"20143551201605B2","R042XB010NM","24","Chihuahuan Deserts",0,271.989990234375,1565
"20173553200508B2","R042XB010NM","24","Chihuahuan Deserts",5013,260.480010986328,1571
"20173513201519B2","R042XB010NM","24","Chihuahuan Deserts",4503,287.609985351562,1360
"20123523090301O3","R042XB010NM","24","Chihuahuan Deserts",4309,296.329986572266,1314
"20113551041101R1","R042XB010NM","24","Chihuahuan Deserts",4624,279.859985351562,1388
"20173513201519B1","R042XB010NM","24","Chihuahuan Deserts",4510,286.279998779297,1360
"20143535201003B1","R042XB010NM","24","Chihuahuan Deserts",4857,318.970001220703,1471
"20143535200716B2","R042XB011NM","24","Chihuahuan Deserts",4060,260.130004882812,1227
"20123513110301R1","R042XB011NM","24","Chihuahuan Deserts",4224,263.769989013672,1249
"20123535070401O1","R042XB011NM","24","Chihuahuan Deserts",4058,256.070007324219,1229
"20143513201504B2","R042XB011NM","24","Chihuahuan Deserts",4329,279.470001220703,1310
"20123513110101O3","R042XB011NM","24","Chihuahuan Deserts",4215,267.459991455078,1292
"20193535200719B1","R042XB011NM","24","Chihuahuan Deserts",4005,246.410003662109,1217
"20123513110101O2","R042XB011NM","24","Chihuahuan Deserts",4187,269.820007324219,1292
"20143513201316B1","R042XB011NM","24","Chihuahuan Deserts",4202,249.449996948242,1264
"20173513201319B1","R042XB011NM","24","Chihuahuan Deserts",3994,237.740005493164,1224
"20123535070401O2","R042XB011NM","24","Chihuahuan Deserts",4056,256.940002441406,1229
"20173513201319B2","R042XB011NM","24","Chihuahuan Deserts",4039,237.369995117188,1224
"20143535200716B1","R042XB011NM","24","Chihuahuan Deserts",4055,261.850006103516,1227
"20143513201316B2","R042XB011NM","24","Chihuahuan Deserts",4179,249.449996948242,1264
"20113513020201R2","R042XB011NM","24","Chihuahuan Deserts",4184,251.839996337891,1281
"20123513040601O2","R042XB012NM","24","Chihuahuan Deserts",4130,238.899993896484,1260
"20113513050201O2","R042XB012NM","24","Chihuahuan Deserts",4360,261.399993896484,1333
"20113529070201O3","R042XB012NM","24","Chihuahuan Deserts",4571,288.75,1384
"20113529010901O3","R042XB012NM","24","Chihuahuan Deserts",4107,254.820007324219,1261
"20113513040801R1","R042XB012NM","24","Chihuahuan Deserts",4223,250.600006103516,1274
"20183513201401B3","R042XB012NM","24","Chihuahuan Deserts",4283,267.230010986328,1297
"20123513110301R2","R042XB012NM","24","Chihuahuan Deserts",4122,263.339996337891,1249
"20163513201406B2","R042XB012NM","24","Chihuahuan Deserts",4222,265.549987792969,1277
"20163513201320B2","R042XB012NM","24","Chihuahuan Deserts",4313,253.210006713867,1303
"20113529010901O2","R042XB012NM","24","Chihuahuan Deserts",4147,NA,1261
"20163513201406B1","R042XB012NM","24","Chihuahuan Deserts",4243,266.339996337891,1277
"20143513201307B2","R042XB012NM","24","Chihuahuan Deserts",4225,240.679992675781,1280
"20153513201411B2","R042XB012NM","24","Chihuahuan Deserts",4135,253.630004882812,1252
"20143513201307B1","R042XB012NM","24","Chihuahuan Deserts",4230,239.529998779297,1280
"20153513201411B1","R042XB012NM","24","Chihuahuan Deserts",4132,253.630004882812,1252
"20163529201413B2","R042XB012NM","24","Chihuahuan Deserts",4061,260.109985351562,1239
"20193513201405B1","R042XB012NM","24","Chihuahuan Deserts",4175,248.320007324219,1260
"20163529201413B1","R042XB012NM","24","Chihuahuan Deserts",4074,260.420013427734,1239
"20193513201405B2","R042XB012NM","24","Chihuahuan Deserts",4171,248.289993286133,1260
"20113513050301R2","R042XB012NM","24","Chihuahuan Deserts",4352,259.109985351562,1331
"20123513040601O1","R042XB012NM","24","Chihuahuan Deserts",4139,238.270004272461,1253
"20163513201505B2","R042XB012NM","24","Chihuahuan Deserts",4387,267.5,1345
"20163513201320B1","R042XB012NM","24","Chihuahuan Deserts",4306,253.210006713867,1303
"20193529200308B1","R042XB012NM","24","Chihuahuan Deserts",4549,295.109985351562,1385
"20123527040401O2","R042XB013NM","24","Chihuahuan Deserts",5194,339.149993896484,1561
"20123527040401O1","R042XB013NM","24","Chihuahuan Deserts",5170,339.149993896484,1561
"20143517200309B2","R042XB014NM","24","Chihuahuan Deserts",4490,294.540008544922,1366
"20163535201108B2","R042XB014NM","24","Chihuahuan Deserts",4333,287.730010986328,1310
"20123551051101O2","R042XB014NM","24","Chihuahuan Deserts",4567,279.390014648438,1397
"20113535031303O2","R042XB014NM","24","Chihuahuan Deserts",3772,254.259994506836,1178
"20113529030501R3","R042XB014NM","24","Chihuahuan Deserts",4195,264.790008544922,1267
"20153551201506B2","R042XB014NM","24","Chihuahuan Deserts",5047,336.130004882812,1539
"20163529200311B1","R042XB014NM","24","Chihuahuan Deserts",4245,272.309997558594,1291
"20113513080101R2","R042XB014NM","24","Chihuahuan Deserts",4852,312.720001220703,1501
"20173535201002B1","R042XB014NM","24","Chihuahuan Deserts",4883,335.459991455078,1501
"20153535201008B2","R042XB014NM","24","Chihuahuan Deserts",4873,329.269989013672,1485
"20143517200309B1","R042XB014NM","24","Chihuahuan Deserts",4497,293.739990234375,1366
"20153523200218B2","R042XB014NM","24","Chihuahuan Deserts",4473,342.170013427734,1357
"20163551201601B2","R042XB014NM","24","Chihuahuan Deserts",4717,284.850006103516,1432
"20123551051101O1","R042XB014NM","24","Chihuahuan Deserts",4589,279.790008544922,1397
"20193551201607B2","R042XB014NM","24","Chihuahuan Deserts",4917,281.640014648438,1503
"20153535201115B1","R042XB014NM","24","Chihuahuan Deserts",4532,327.570007324219,1377
"20123535100301R1","R042XB014NM","24","Chihuahuan Deserts",4034,238.679992675781,1226
"20163535201108B1","R042XB014NM","24","Chihuahuan Deserts",4316,290.059997558594,1329
"20163551201612B2","R042XB014NM","24","Chihuahuan Deserts",5374,302.899993896484,1651
"20193551201607B1","R042XB014NM","24","Chihuahuan Deserts",4911,281.640014648438,1503
"20153535201001B2","R042XB014NM","24","Chihuahuan Deserts",5131,335.989990234375,1560
"20163529200311B2","R042XB014NM","24","Chihuahuan Deserts",4232,270.959991455078,1278
"20153535201001B1","R042XB014NM","24","Chihuahuan Deserts",5147,335.989990234375,1560
"20153523200218B1","R042XB014NM","24","Chihuahuan Deserts",4472,340.980010986328,1357
"20123535100301R3","R042XB014NM","24","Chihuahuan Deserts",4040,237.990005493164,1226
"20113513050301R1","R042XB014NM","24","Chihuahuan Deserts",4387,261.239990234375,1331
"20163513201317B1","R042XB015NM","24","Chihuahuan Deserts",4260,248.410003662109,1288
"20113513050201O1","R042XB015NM","24","Chihuahuan Deserts",4374,261.279998779297,1333
"20113513040801R2","R042XB015NM","24","Chihuahuan Deserts",4276,253.020004272461,1274
"20143513201407B1","R042XB015NM","24","Chihuahuan Deserts",4465,263.299987792969,1350
"20113551041101R2","R042XB015NM","24","Chihuahuan Deserts",4562,279.5,1388
"20163513201317B2","R042XB015NM","24","Chihuahuan Deserts",4229,249.419998168945,1293
"20183513201418B1","R042XB015NM","24","Chihuahuan Deserts",4127,250.300003051758,1251
"20163551201612B1","R042XB016NM","24","Chihuahuan Deserts",5310,301.309997558594,1651
"20153551201506B1","R042XB016NM","24","Chihuahuan Deserts",5058,336.130004882812,1539
"20123535010801O2","R042XB016NM","24","Chihuahuan Deserts",5240,342.440002441406,1575
"20123529030302O1","R042XB018NM","24","Chihuahuan Deserts",4415,284.769989013672,1339
"20153529200315B1","R042XB018NM","24","Chihuahuan Deserts",4273,272.880004882812,1302
"20193529200310B3","R042XB018NM","24","Chihuahuan Deserts",4438,289.100006103516,1348
"20193513201507B1","R042XB019NM","24","Chihuahuan Deserts",4990,321.170013427734,1523
"20123523140301O2","R042XB019NM","24","Chihuahuan Deserts",4244,315.570007324219,1310
"20123523140301O1","R042XB019NM","24","Chihuahuan Deserts",4245,313.859985351562,1298
"20183513201418B3","R042XB019NM","24","Chihuahuan Deserts",4111,250.309997558594,1245
"20193513201507B2","R042XB019NM","24","Chihuahuan Deserts",5004,322.309997558594,1523
"20113513080101R1","R042XB019NM","24","Chihuahuan Deserts",4874,314.940002441406,1501
"20153535201008B1","R042XB019NM","24","Chihuahuan Deserts",4902,331.720001220703,1509
"20143535201101B1","R042XB021NM","24","Chihuahuan Deserts",4802,358.079986572266,1495
"20113529010101O1","R042XB021NM","24","Chihuahuan Deserts",4843,315.450012207031,1469
"20123535010801O3","R042XB021NM","24","Chihuahuan Deserts",5427,349.660003662109,1607
"20143535201101B3","R042XB021NM","24","Chihuahuan Deserts",4771,358.079986572266,1495
"20153551201619B1","R042XB021NM","24","Chihuahuan Deserts",5476,315.779998779297,1659
"20123535051101O2","R042XB021NM","24","Chihuahuan Deserts",4741,332.839996337891,1436
"20123535051101O1","R042XB021NM","24","Chihuahuan Deserts",4768,335.829986572266,1436
"20153529200315B2","R042XB023NM","24","Chihuahuan Deserts",4260,272.510009765625,1302
"20193523201213B2","R042XB023NM","24","Chihuahuan Deserts",4218,279.390014648438,1295
"20193551201516B1","R042XB023NM","24","Chihuahuan Deserts",4939,331.75,1514
"20123523090301O2","R042XB023NM","24","Chihuahuan Deserts",4327,297.260009765625,1314
"20193551201516B2","R042XB023NM","24","Chihuahuan Deserts",4927,328.660003662109,1514
"20173529200317B2","R042XB024NM","24","Chihuahuan Deserts",4578,291.339996337891,1382
"20163551200518B2","R042XB024NM","24","Chihuahuan Deserts",4912,238.910003662109,1519
"20113513090502P2","R042XB024NM","24","Chihuahuan Deserts",3971,267.239990234375,1199
"20113513090502P1","R042XB024NM","24","Chihuahuan Deserts",4012,267.239990234375,1199
"20163535201019B1","R042XB027NM","24","Chihuahuan Deserts",4753,331.070007324219,1427
"20143513201407B2","R042XB027NM","24","Chihuahuan Deserts",4466,263.299987792969,1350
"20183517200212B2","R042XB027NM","24","Chihuahuan Deserts",4726,360.480010986328,1418
"20113529010101O2","R042XB027NM","24","Chihuahuan Deserts",4799,312.209991455078,1469
"20163517201220B1","R042XB027NM","24","Chihuahuan Deserts",5024,353.839996337891,1583
"20183513201401B1","R042XB027NM","24","Chihuahuan Deserts",4323,266.700012207031,1306
"20163517201220B2","R042XB027NM","24","Chihuahuan Deserts",4912,340.600006103516,1540
"20143551201515B1","R042XB027NM","24","Chihuahuan Deserts",0,333.799987792969,1523
"20143529200319B2","R042XB027NM","24","Chihuahuan Deserts",4726,302.630004882812,1418
"20183517200212B1","R042XB027NM","24","Chihuahuan Deserts",4699,360.480010986328,1418
"20193529200308B2","R042XB027NM","24","Chihuahuan Deserts",4537,293.510009765625,1385
"20153551201613B1","R042XB035NM","24","Chihuahuan Deserts",5287,280.700012207031,1579
"20173529200317B1","R042XB035NM","24","Chihuahuan Deserts",4590,291.339996337891,1382
"20173535201107B2","R042XB035NM","24","Chihuahuan Deserts",3885,262.209991455078,1179
"20123523070601O2","R042XB035NM","24","Chihuahuan Deserts",4378,298.700012207031,1324
"20163529200302B1","R042XB035NM","24","Chihuahuan Deserts",4599,283.929992675781,1472
"20153551201613B2","R042XB035NM","24","Chihuahuan Deserts",5253,280.700012207031,1579
